ID,Currency,Impact,title,Forecast,Previous,Actual,timeofevent,positive
20079,JPY,2,Core Machinery Orders m/m,3.10%,7.50%,14.20%,13/5/16 19:50,1
20080,CNY,1,CB Leading Index m/m,,-0.60%,1.50%,13/5/16 22:00,0
20081,GBP,2,MPC Member Weale Speaks,,,,13/5/17 5:30,1
20082,CAD,3,Core CPI m/m,0.20%,0.20%,0.10%,13/5/17 8:30,1
20083,USD,3,Prelim UoM Consumer Sentiment,77.9,76.4,83.7,13/5/17 9:55,1
20084,USD,1,CB Leading Index m/m,0.30%,-0.20%,0.60%,13/5/17 10:00,1
20085,USD,2,Fed Chairman Bernanke Speaks,,,,13/5/18 11:00,1
20086,NZD,1,BusinessNZ Services Index,,55,56.1,13/5/19 18:30,1
20087,GBP,1,Rightmove HPI m/m,,2.10%,2.10%,13/5/19 19:01,1
20088,CHF,0,Bank Holiday,,,,2013-5-20 All Day,1
20089,EUR,0,German Bank Holiday,,,,2013-5-20 All Day,1
20090,EUR,0,French Bank Holiday,,,,2013-5-20 All Day,1
20091,CAD,0,Bank Holiday,,,,2013-5-20 All Day,1
20092,USD,2,FOMC Member Evans Speaks,,,,13/5/20 13:00,1
20093,NZD,1,Visitor Arrivals m/m,,1.20%,2.20%,13/5/20 18:45,1
20094,AUD,2,CB Leading Index m/m,,0.30%,0.10%,13/5/20 20:00,1
20095,AUD,3,Monetary Policy Meeting Minutes,,,,13/5/20 21:30,1
20096,NZD,1,Credit Card Spending y/y,,3.70%,4.00%,13/5/20 23:00,1
20097,NZD,2,Inflation Expectations q/q,,2.17%,2.06%,13/5/20 23:03,1
20098,JPY,1,All Industries Activity m/m,-0.30%,0.60%,-0.30%,13/5/21 0:33,1
20099,EUR,2,German PPI m/m,-0.10%,-0.20%,-0.20%,13/5/21 2:00,1
20100,GBP,3,CPI y/y,2.60%,2.80%,2.40%,13/5/21 4:30,1
20101,EUR,2,German Buba Monthly Report,,,,13/5/21 6:00,1
20102,USD,2,Treasury Sec Lew Speaks,,,,13/5/21 10:00,1
20103,USD,2,FOMC Member Bullard Speaks,,,,13/5/21 11:30,1
20104,CAD,2,BOC Gov Carney Speaks,,,,13/5/21 12:45,1
20105,USD,1,FOMC Member Dudley Speaks,,,,13/5/21 13:00,1
20106,JPY,2,Trade Balance,-0.63T,-0.92T,-0.76T,13/5/21 19:50,1
20107,AUD,2,Westpac Consumer Sentiment,,-5.10%,-7.00%,13/5/21 20:30,1
20108,JPY,3,Monetary Policy Statement,,,,13/5/21 23:07,1
20109,JPY,3,BOJ Press Conference,,,,13/5/22 3:24,1
20110,EUR,2,Current Account,14.2B,14.6B,25.9B,13/5/22 4:00,-1
20111,GBP,3,MPC Asset Purchase Facility Votes,3-0-6,3-0-6,3-0-6,13/5/22 4:30,1
20112,EUR,2,EU Economic Summit,,,,2013-5-22 All Day,1
20113,EUR,2,German 10-y Bond Auction,,1.28|1.6,1.41|1.6,13/5/22 5:33,-1
20114,CHF,3,SNB Chairman Jordan Speaks,,,,13/5/22 6:00,1
20115,GBP,2,MPC Member Bean Speaks,,,,13/5/22 7:00,1
20116,CAD,3,Core Retail Sales m/m,0.20%,0.70%,-0.20%,13/5/22 8:30,1
20117,USD,3,Existing Home Sales,4.99M,4.94M,4.97M,13/5/22 10:00,1
20118,USD,2,Crude Oil Inventories,-0.4M,-0.6M,-0.3M,13/5/22 10:30,1
20119,USD,3,FOMC Meeting Minutes,,,,13/5/22 14:00,-1
20120,AUD,2,MI Inflation Expectations,,2.20%,2.30%,13/5/22 21:00,1
20121,CNY,3,Caixin Flash Manufacturing PMI,50.5,50.4,49.6,13/5/22 21:45,1
20122,JPY,1,BOJ Monthly Report,,,,13/5/23 1:00,1
20123,EUR,3,French Flash Manufacturing PMI,44.8,44.4,45.5,13/5/23 3:00,1
20124,EUR,3,German Flash Manufacturing PMI,48.6,48.1,49,13/5/23 3:30,1
20125,EUR,2,Flash Manufacturing PMI,47.1,46.7,47.8,13/5/23 4:00,1
20126,GBP,3,Second Estimate GDP q/q,0.30%,0.30%,0.30%,13/5/23 4:30,1
20127,USD,2,FOMC Member Bullard Speaks,,,,13/5/23 6:05,1
20128,USD,3,Unemployment Claims,347K,363K,340K,13/5/23 8:30,1
20129,USD,2,Flash Manufacturing PMI,51.6,52.1,51.9,13/5/23 9:00,1
20130,EUR,1,Consumer Confidence,-22,-22,-22,13/5/23 10:00,1
20131,USD,1,Natural Gas Storage,90B,99B,89B,13/5/23 10:30,1
20132,EUR,3,ECB President Draghi Speaks,,,,13/5/23 17:30,1
20133,NZD,3,Trade Balance,495M,732M,157M,13/5/23 18:45,1
20134,JPY,3,BOJ Gov Kuroda Speaks,,,,13/5/23 22:55,1
20135,EUR,2,German GfK Consumer Climate,6.2,6.2,6.5,13/5/24 2:00,1
20136,GBP,2,MPC Member Fisher Speaks,,,,13/5/24 3:00,1
20137,EUR,3,German ifo Business Climate,104.6,104.4,105.7,13/5/24 4:00,0
20138,GBP,2,High Street Lending,32.7K,31.4K,32.2K,13/5/24 4:30,1
20139,EUR,2,German Buba President Weidmann Speaks,,,,13/5/24 6:00,1
20140,USD,3,Core Durable Goods Orders m/m,0.60%,-1.50%,1.30%,13/5/24 8:30,1
20141,EUR,1,Belgian NBB Business Climate,-13.4,-14.7,-12.4,13/5/24 9:00,1
20142,JPY,3,BOJ Gov Kuroda Speaks,,,,13/5/25 11:50,1
20143,JPY,2,Monetary Policy Meeting Minutes,,,,13/5/26 19:50,1
20144,GBP,0,Bank Holiday,,,,2013-5-27 All Day,1
20145,USD,0,Bank Holiday,,,,2013-5-27 All Day,1
20146,JPY,1,SPPI y/y,-0.20%,-0.20%,-0.40%,13/5/27 19:50,1
20147,CHF,1,Trade Balance,2.02B,1.89B,1.73B,13/5/28 2:00,1
20148,CHF,2,Employment Level,4.11M,4.12M,4.15M,13/5/28 3:15,1
20149,CAD,1,Corporate Profits q/q,,1.40%,-1.20%,13/5/28 8:30,1
20150,USD,2,S&P/CS Composite-20 HPI y/y,10.20%,9.40%,10.90%,13/5/28 9:00,1
20151,USD,3,CB Consumer Confidence,70.7,69,76.2,13/5/28 10:00,-1
20152,GBP,2,MPC Member Tucker Speaks,,,,13/5/28 13:00,-1
20153,JPY,2,Retail Sales y/y,-0.40%,-0.30%,-0.10%,13/5/28 19:50,1
20154,JPY,3,BOJ Gov Kuroda Speaks,,,,13/5/28 20:00,0
20155,AUD,1,MI Leading Index m/m,,0.60%,0.20%,13/5/28 20:30,1
20156,AUD,2,HIA New Home Sales m/m,,4.20%,3.90%,13/5/28 21:08,1
20157,AUD,2,Construction Work Done q/q,1.10%,0.10%,-2.00%,13/5/28 21:30,1
20158,CHF,1,UBS Consumption Indicator,,1.24,1.46,13/5/29 2:00,-1
20159,EUR,2,German Prelim CPI m/m,0.20%,-0.50%,0.40%,2013-5-29 All Day,1
20160,EUR,2,German Unemployment Change,4K,6K,21K,13/5/29 3:55,1
20161,EUR,2,M3 Money Supply y/y,2.90%,2.60%,3.20%,13/5/29 4:00,1
20162,EUR,1,Private Loans y/y,-0.40%,-0.70%,-0.90%,13/5/29 4:02,1
20163,GBP,2,MPC Member Bean Speaks,,,,13/5/29 5:30,1
20164,EUR,1,ECB Financial Stability Review,,,,13/5/29 6:00,1
20165,CAD,3,BOC Rate Statement,,,,13/5/29 10:00,0
20166,USD,2,FOMC Member Rosengren Speaks,,,,13/5/29 13:00,0
20167,NZD,2,Building Consents m/m,,-8.30%,18.50%,13/5/29 18:45,1
20168,AUD,3,Building Approvals m/m,4.10%,-2.60%,9.10%,13/5/29 21:30,1
20169,CHF,2,GDP q/q,0.20%,0.30%,0.60%,13/5/30 1:45,1
20170,GBP,2,Nationwide HPI m/m,0.50%,0.00%,0.40%,13/5/30 2:00,1
20171,EUR,1,Spanish Flash CPI y/y,1.60%,1.40%,1.70%,13/5/30 3:00,1
20172,EUR,1,Retail PMI,,44.2,46.8,13/5/30 4:10,1
20173,EUR,2,Italian 10-y Bond Auction,,3.94|1.4,4.14|1.4,13/5/30 5:13,1
20174,CAD,2,Current Account,-15.3B,-14.6B,-14.1B,13/5/30 8:30,1
20175,USD,3,Pending Home Sales m/m,1.30%,1.50%,0.30%,13/5/30 10:00,-1
20176,USD,1,Natural Gas Storage,85B,89B,88B,13/5/30 10:30,1
20177,USD,2,Crude Oil Inventories,-0.8M,-0.3M,3.0M,13/5/30 11:00,1
20178,NZD,2,Overseas Trade Index q/q,1.40%,-1.20%,4.10%,13/5/30 18:45,1
20179,GBP,1,GfK Consumer Confidence,-25,-27,-22,13/5/30 19:01,1
20180,JPY,1,Final Manufacturing PMI,,51.1,51.5,13/5/30 19:15,1
20181,JPY,2,Household Spending y/y,3.10%,5.20%,1.50%,13/5/30 19:30,-1
20182,JPY,2,Prelim Industrial Production m/m,0.80%,0.20%,1.70%,13/5/30 19:50,1
20183,NZD,3,ANZ Business Confidence,,32.3,41.8,13/5/30 21:00,1
20184,AUD,2,Private Sector Credit m/m,0.30%,0.20%,0.30%,13/5/30 21:30,1
20185,JPY,1,Housing Starts y/y,4.30%,7.30%,5.80%,13/5/31 1:00,1
20186,EUR,2,German Retail Sales m/m,0.30%,-0.50%,-0.40%,13/5/31 2:00,-1
20187,EUR,2,French Consumer Spending m/m,-0.50%,1.30%,-0.30%,13/5/31 2:45,1
20188,CHF,2,KOF Economic Barometer,1.08,1.04,1.1,13/5/31 3:00,1
20189,EUR,2,Italian Quarterly Unemployment Rate,11.20%,11.40%,11.90%,13/5/31 4:00,1
20190,All,1,OPEC Meetings,,,,2013-5-31 All Day,1
20191,GBP,1,M4 Money Supply m/m,0.10%,-0.90%,0.30%,13/5/31 4:30,1
20192,GBP,2,Net Lending to Individuals m/m,0.9B,1.1B,1.4B,13/5/31 4:33,1
20193,EUR,2,CPI Flash Estimate y/y,1.40%,1.20%,1.40%,13/5/31 5:00,1
20194,CAD,3,GDP m/m,0.10%,0.30%,0.20%,13/5/31 8:30,0
20195,USD,2,Chicago PMI,50.3,49,58.7,13/5/31 9:45,1
20196,USD,2,Revised UoM Consumer Sentiment,84.1,83.7,84.5,13/5/31 9:55,1
20197,CNY,3,Manufacturing PMI,49.9,50.6,50.8,13/5/31 20:59,1
20198,USD,2,Fed Chairman Bernanke Speaks,,,,13/6/2 14:00,1
20199,NZD,0,Bank Holiday,,,,2013-6-2 All Day,1
20200,AUD,1,AIG Manufacturing Index,,36.7,43.8,13/6/2 19:30,1
20201,JPY,2,Capital Spending q/y,-5.50%,-8.70%,-3.90%,13/6/2 19:50,1
20202,AUD,1,MI Inflation Gauge m/m,,0.30%,0.20%,13/6/2 20:30,1
20203,CNY,1,Non-Manufacturing PMI,,54.5,54.3,13/6/2 21:00,1
20204,AUD,3,Retail Sales m/m,0.30%,-0.40%,0.20%,13/6/2 21:30,1
20205,CNY,2,Caixin Manufacturing PMI,49.6,49.6,49.2,13/6/2 21:45,1
20206,USD,2,FOMC Member Yellen Speaks,,,,13/6/2 21:50,1
20207,AUD,1,Commodity Prices y/y,,-7.30%,-8.60%,13/6/3 2:30,0
20208,EUR,2,Spanish Manufacturing PMI,45.5,44.7,48.1,13/6/3 3:15,1
20209,CHF,2,Manufacturing PMI,50.9,50.2,52.2,13/6/3 3:30,1
20210,EUR,2,Italian Manufacturing PMI,46.2,45.5,47.3,13/6/3 3:45,1
20211,EUR,1,French Final Manufacturing PMI,45.5,45.5,46.4,13/6/3 3:50,1
20212,EUR,1,German Final Manufacturing PMI,49,49,49.4,13/6/3 3:55,1
20213,EUR,1,Final Manufacturing PMI,47.8,47.8,48.3,13/6/3 4:00,1
20214,GBP,3,Final Manufacturing PMI,50.3,50.2,51.3,13/6/3 4:30,1
20215,USD,1,Final Manufacturing PMI,52,51.9,52.3,13/6/3 9:00,1
20216,CAD,1,Manufacturing PMI,,50.1,53.2,13/6/3 9:30,1
20217,USD,3,ISM Manufacturing PMI,50.6,50.7,49,13/6/3 10:00,1
20218,USD,1,Total Vehicle Sales,15.2M,14.9M,15.3M,2013-6-3 All Day,1
20219,GBP,2,BRC Retail Sales Monitor y/y,,-2.20%,1.80%,13/6/3 19:01,1
20220,JPY,1,Monetary Base y/y,24.30%,23.10%,31.60%,13/6/3 19:50,1
20221,CAD,2,Gov Council Member Lane Speaks,,,,13/6/3 20:25,1
20222,AUD,2,Current Account,-8.9B,-14.8B,-8.5B,13/6/3 21:30,1
20223,CAD,2,Gov Council Member Lane Speaks,,,,13/6/3 22:15,1
20224,JPY,1,10-y Bond Auction,,0.60|3.7,0.86|3.1,13/6/3 23:45,1
20225,AUD,3,Cash Rate,2.75%,2.75%,2.75%,13/6/4 0:30,1
20226,EUR,2,Spanish Unemployment Change,-50.2K,-46.1K,-98.3K,13/6/4 3:00,1
20227,GBP,3,Construction PMI,49.7,49.4,50.8,13/6/4 4:30,1
20228,EUR,1,PPI m/m,-0.20%,-0.20%,-0.60%,13/6/4 5:00,-1
20229,CAD,3,Trade Balance,-0.4B,0.0B,-0.6B,13/6/4 8:30,1
20230,USD,1,IBD/TIPP Economic Optimism,50.2,45.1,49,13/6/4 10:00,1
20231,NZD,1,GDT Price Index,,-2.60%,-5.30%,13/6/4 10:30,1
20232,USD,2,FOMC Member Raskin Speaks,,,,13/6/4 12:30,1
20233,USD,2,FOMC Member George Speaks,,,,13/6/4 14:15,1
20234,GBP,1,BRC Shop Price Index y/y,,0.40%,-0.10%,13/6/4 19:00,-1
20235,AUD,1,AIG Services Index,,44.1,40.6,13/6/4 19:30,0
20236,NZD,1,ANZ Commodity Prices m/m,,12.60%,-1.60%,13/6/4 21:00,1
20237,AUD,3,GDP q/q,0.80%,0.60%,0.60%,13/6/4 21:30,1
20238,CNY,2,Caixin Services PMI,,51.1,51.2,13/6/4 21:45,1
20239,EUR,2,Spanish Services PMI,45.3,44.4,47.3,13/6/5 3:15,1
20240,EUR,2,Italian Services PMI,47.5,47,46.5,13/6/5 3:45,1
20241,EUR,1,French Final Services PMI,44.3,44.3,44.3,13/6/5 3:50,1
20242,EUR,1,German Final Services PMI,49.8,49.8,49.7,13/6/5 3:55,-1
20243,EUR,1,Final Services PMI,47.5,47.5,47.2,13/6/5 4:00,1
20244,GBP,3,Final Services PMI,53.1,52.9,54.9,13/6/5 4:30,1
20245,EUR,2,Retail Sales m/m,-0.20%,-0.20%,-0.50%,13/6/5 5:00,1
20246,USD,3,ADP Non-Farm Employment Change,171K,113K,135K,13/6/5 8:15,1
20247,CAD,3,Building Permits m/m,-2.30%,6.00%,10.50%,13/6/5 8:30,1
20248,USD,3,ISM Services PMI,53.4,53.1,53.7,13/6/5 10:00,-1
20249,USD,2,Crude Oil Inventories,-0.8M,3.0M,-6.3M,13/6/5 10:30,0
20250,USD,2,Beige Book,,,,13/6/5 14:00,1
20251,AUD,3,Trade Balance,0.20B,0.56B,0.03B,13/6/5 21:30,1
20252,JPY,1,30-y Bond Auction,,1.78|3.6,1.87|4.1,13/6/5 23:45,0
20253,GBP,2,Halifax HPI m/m,0.20%,1.10%,0.40%,13/6/6 3:00,1
20254,CHF,3,CPI m/m,0.10%,0.00%,0.10%,13/6/6 3:15,1
20255,EUR,2,Spanish 10-y Bond Auction,,4.61|2.6,4.52|2.5,13/6/6 4:43,1
20256,EUR,2,French 10-y Bond Auction,,1.81|2.0,2.04|1.6,13/6/6 4:59,1
20257,EUR,2,German Factory Orders m/m,-1.00%,2.30%,-2.30%,13/6/6 6:00,1
20258,GBP,3,Asset Purchase Facility,375B,375B,375B,13/6/6 7:00,1
20259,USD,1,Challenger Job Cuts y/y,,-6.00%,-41.20%,13/6/6 7:30,1
20260,EUR,3,Main Refinancing Rate,0.50%,0.50%,0.50%,13/6/6 7:45,1
20261,EUR,3,ECB Press Conference,,,,13/6/6 8:30,1
20262,CAD,3,BOC Gov Poloz Speaks,,,,13/6/6 8:45,1
20263,CAD,3,Ivey PMI,55.3,52.2,63.1,13/6/6 10:00,1
20264,USD,1,Natural Gas Storage,101B,88B,111B,13/6/6 10:30,1
20265,AUD,1,AIG Construction Index,,35.2,35.3,13/6/6 19:30,1
20266,JPY,1,Leading Indicators,98.80%,97.90%,99.30%,13/6/7 1:00,1
20267,EUR,2,German Trade Balance,16.5B,17.6B,17.7B,13/6/7 2:00,1
20268,EUR,1,French Gov Budget Balance,,-31.0B,-66.8B,13/6/7 2:45,1
20269,CHF,2,Foreign Currency Reserves,,436B,441B,13/6/7 3:00,1
20270,GBP,2,Consumer Inflation Expectations,,3.60%,3.60%,13/6/7 4:30,1
20271,EUR,2,German Industrial Production m/m,0.00%,1.20%,1.80%,13/6/7 6:00,1
20272,CAD,3,Employment Change,16.1K,12.5K,95.0K,13/6/7 8:30,1
20273,USD,1,Consumer Credit m/m,13.4B,8.4B,11.1B,13/6/7 15:00,1
20274,CNY,3,USD-Denominated Trade Balance,20.8B,18.2B,20.4B,13/6/7 22:14,1
20275,CNY,3,CPI y/y,2.50%,2.40%,2.10%,13/6/8 21:30,1
20276,CNY,2,New Loans,815B,793B,667B,13/6/8 22:00,1
20277,CNY,2,Fixed Asset Investment ytd/y,20.60%,20.60%,20.40%,13/6/9 1:30,1
20278,AUD,0,Bank Holiday,,,,2013-6-9 All Day,1
20279,NZD,1,Manufacturing Sales q/q,,-0.10%,0.20%,13/6/9 18:45,1
20280,JPY,3,Current Account,0.39T,0.34T,0.85T,13/6/9 19:50,1
20281,CNY,0,Bank Holiday,,,,2013-6-9 All Day,1
20282,JPY,1,Consumer Confidence,44.8,44.5,45.7,13/6/10 1:00,1
20283,CHF,1,Unemployment Rate,3.20%,3.10%,3.20%,13/6/10 1:45,1
20284,JPY,1,Economy Watchers Sentiment,56.3,56.5,55.7,13/6/10 2:00,1
20285,EUR,2,French Industrial Production m/m,0.20%,-0.60%,2.20%,13/6/10 2:45,1
20286,CHF,2,Retail Sales y/y,2.50%,-0.80%,3.30%,13/6/10 3:15,1
20287,EUR,1,Italian Industrial Production m/m,0.10%,-0.90%,-0.30%,13/6/10 4:00,-1
20288,EUR,1,Sentix Investor Confidence,-10,-15.6,-11.6,13/6/10 4:30,1
20289,CAD,1,Housing Starts,176K,176K,200K,13/6/10 8:13,0
20290,USD,2,FOMC Member Bullard Speaks,,,,13/6/10 9:50,1
20291,CHF,2,Gov Board Member Danthine Speaks,,,,13/6/10 15:00,-1
20292,GBP,1,RICS House Price Balance,2%,1%,5%,13/6/10 19:01,1
20293,JPY,2,BSI Manufacturing Index,-2.1,-4.6,5,13/6/10 19:50,1
20294,CNY,0,Bank Holiday,,,,2013-6-10 All Day,1
20295,AUD,2,Home Loans m/m,2.10%,4.80%,0.80%,13/6/10 21:30,1
20296,JPY,3,Monetary Policy Statement,,,,13/6/10 22:48,0
20297,CHF,1,SECO Economic Forecasts,,,,13/6/11 1:45,0
20298,JPY,1,Prelim Machine Tool Orders y/y,,-23.60%,-7.40%,13/6/11 2:04,1
20299,JPY,3,BOJ Press Conference,,,,13/6/11 3:37,1
20300,EUR,3,German Constitutional Court Ruling,,,,2013-6-11 Day 1,1
20301,GBP,3,Manufacturing Production m/m,0.00%,1.10%,-0.20%,13/6/11 4:30,1
20302,GBP,1,10-y Bond Auction,,1.73|1.7,2.37|1.5,13/6/11 5:35,1
20303,USD,1,NFIB Small Business Index,93.4,92.1,94.4,13/6/11 7:30,1
20304,GBP,2,NIESR GDP Estimate,,1.00%,0.60%,13/6/11 10:00,1
20305,NZD,2,REINZ HPI m/m,,0.80%,0.70%,13/6/11 19:28,1
20306,JPY,2,Core Machinery Orders m/m,-8.30%,14.20%,-8.80%,13/6/11 19:50,1
20307,CNY,0,Bank Holiday,,,,2013-6-11 All Day,1
20308,AUD,2,Westpac Consumer Sentiment,,-7.00%,4.70%,13/6/11 20:30,1
20309,JPY,1,BOJ Monthly Report,,,,13/6/12 1:00,1
20310,EUR,1,French Final Private Payrolls q/q,-0.10%,-0.10%,-0.10%,13/6/12 1:30,1
20311,EUR,1,German Final CPI m/m,0.40%,0.40%,0.40%,13/6/12 2:00,1
20312,EUR,1,French Final CPI m/m,0.30%,-0.10%,0.10%,13/6/12 2:45,1
20313,EUR,3,German Constitutional Court Ruling,,,,2013-6-12 Day 2,1
20314,GBP,3,Claimant Count Change,-6.8K,-11.8K,-8.6K,13/6/12 4:30,1
20315,EUR,2,Industrial Production m/m,-0.20%,0.90%,0.40%,13/6/12 5:00,1
20316,USD,2,Crude Oil Inventories,-1.4M,-6.3M,2.5M,13/6/12 10:30,1
20317,USD,2,10-y Bond Auction,,1.81|2.7,2.21|2.5,13/6/12 13:00,1
20318,USD,2,Federal Budget Balance,-110.2B,112.9B,-138.7B,13/6/12 13:52,1
20319,NZD,3,Official Cash Rate,2.50%,2.50%,2.50%,13/6/12 17:00,1
20320,GBP,1,BOE Quarterly Bulletin,,,,13/6/12 19:01,1
20321,AUD,2,MI Inflation Expectations,,2.30%,2.30%,13/6/12 21:00,1
20322,NZD,3,RBNZ Gov Wheeler Speaks,,,,13/6/12 21:10,1
20323,AUD,3,Employment Change,-9.8K,45.0K,1.1K,13/6/12 21:30,1
20324,EUR,1,German WPI m/m,-0.20%,-0.20%,-0.40%,13/6/13 2:00,1
20325,CHF,2,PPI m/m,0.10%,0.20%,-0.30%,13/6/13 3:15,1
20326,EUR,2,ECB Monthly Bulletin,,,,13/6/13 4:00,1
20327,GBP,2,MPC Member Tucker Speaks,,,,13/6/13 8:15,1
20328,CAD,2,NHPI m/m,0.30%,0.10%,0.20%,13/6/13 8:30,1
20329,USD,2,Business Inventories m/m,0.30%,-0.10%,0.30%,13/6/13 10:00,1
20330,CAD,1,BOC Financial System Review,,,,13/6/13 10:30,-1
20331,EUR,2,German Buba President Weidmann Speaks,,,,13/6/13 13:00,1
20332,NZD,2,BusinessNZ Manufacturing Index,,55.2,59.2,13/6/13 18:33,1
20333,NZD,1,FPI m/m,,0.20%,0.30%,13/6/13 18:45,1
20334,JPY,2,Monetary Policy Meeting Minutes,,,,13/6/13 19:50,1
20335,EUR,2,Final CPI y/y,1.40%,1.40%,1.40%,13/6/14 5:00,1
20336,GBP,2,MPC Member McCafferty Speaks,,,,13/6/14 5:50,1
20337,CAD,3,Manufacturing Sales m/m,0.30%,-0.60%,-2.40%,13/6/14 8:30,1
20338,USD,2,TIC Long-Term Purchases,35.0B,-13.4B,-37.3B,13/6/14 9:00,1
20339,USD,2,Capacity Utilization Rate,77.90%,77.70%,77.60%,13/6/14 9:15,1
20340,USD,3,Prelim UoM Consumer Sentiment,84.9,84.5,82.7,13/6/14 9:55,1
20341,NZD,1,Westpac Consumer Sentiment,,110.8,116.6,13/6/16 18:00,1
20342,NZD,1,BusinessNZ Services Index,,55,56.2,13/6/16 18:30,-1
20343,GBP,1,Rightmove HPI m/m,,2.10%,1.20%,13/6/16 19:01,1
20344,JPY,2,Tertiary Industry Activity m/m,0.20%,-0.20%,0.00%,13/6/16 19:50,1
20345,AUD,2,New Motor Vehicle Sales m/m,,-1.70%,0.00%,13/6/16 21:30,1
20346,EUR,1,Italian Trade Balance,2.48B,3.24B,1.91B,13/6/17 4:00,1
20347,EUR,1,Trade Balance,21.2B,18.1B,16.1B,13/6/17 5:00,1
20348,EUR,2,German Buba Monthly Report,,,,13/6/17 6:00,1
20349,CAD,2,Foreign Securities Purchases,4.59B,0.96B,14.91B,13/6/17 8:30,1
20350,USD,1,NAHB Housing Market Index,45,44,52,13/6/17 10:00,1
20351,All,3,G8 Meetings,,,,2013-6-17 Day 1,1
20352,EUR,2,German Buba President Weidmann Speaks,,,,13/6/17 11:10,1
20353,AUD,3,Monetary Policy Meeting Minutes,,,,13/6/17 21:30,1
20354,CNY,1,CB Leading Index m/m,,1.50%,0.30%,13/6/17 22:00,0
20355,JPY,1,Revised Industrial Production m/m,1.70%,1.70%,0.90%,13/6/18 0:30,1
20356,EUR,3,ECB President Draghi Speaks,,,,13/6/18 2:00,1
20357,GBP,3,CPI y/y,2.60%,2.40%,2.70%,13/6/18 4:30,1
20358,EUR,3,German ZEW Economic Sentiment,38.2,36.4,38.5,13/6/18 5:00,1
20359,USD,3,Building Permits,0.98M,1.01M,0.97M,13/6/18 8:30,1
20360,All,3,G8 Meetings,,,,2013-6-18 Day 2,1
20361,NZD,1,GDT Price Index,,-5.30%,2.40%,13/6/18 10:30,1
20362,NZD,2,Current Account,-0.64B,-3.23B,-0.66B,13/6/18 18:45,1
20363,JPY,2,Trade Balance,-0.89T,-0.70T,-0.82T,13/6/18 19:50,1
20364,AUD,2,CB Leading Index m/m,,0.10%,0.30%,13/6/18 20:00,1
20365,AUD,1,MI Leading Index m/m,,0.10%,0.60%,13/6/18 20:30,1
20366,GBP,3,MPC Asset Purchase Facility Votes,3-0-6,3-0-6,3-0-6,13/6/19 4:30,1
20367,CHF,2,Credit Suisse Economic Expectations,,2.2,2.2,13/6/19 5:00,1
20368,EUR,2,German 10-y Bond Auction,,1.41|1.6,1.55|1.5,13/6/19 5:33,-1
20369,CAD,2,Wholesale Sales m/m,0.50%,0.10%,0.20%,13/6/19 8:30,1
20370,USD,2,Crude Oil Inventories,0.5M,2.5M,0.3M,13/6/19 10:30,1
20371,CAD,3,BOC Gov Poloz Speaks,,,,13/6/19 12:40,1
20372,USD,3,FOMC Economic Projections,,,,13/6/19 14:00,1
20373,USD,3,FOMC Press Conference,,,,13/6/19 14:30,1
20374,GBP,2,BOE Gov King Speaks,,,,13/6/19 16:00,1
20375,NZD,3,GDP q/q,0.60%,1.50%,0.30%,13/6/19 18:45,-1
20376,AUD,1,RBA Bulletin,,,,13/6/19 21:30,1
20377,CNY,3,Caixin Flash Manufacturing PMI,49.4,49.2,48.3,13/6/19 21:45,0
20378,CHF,2,SNB Financial Stability Report,,,,13/6/20 0:30,1
20379,CHF,1,Trade Balance,2.45B,1.70B,2.22B,13/6/20 2:00,1
20380,EUR,3,French Flash Manufacturing PMI,47.1,46.4,48.3,13/6/20 3:00,-1
20381,CHF,3,Libor Rate,<0.25%,<0.25%,<0.25%,13/6/20 3:30,1
20382,EUR,2,Flash Manufacturing PMI,48.6,48.3,48.7,13/6/20 4:00,1
20383,GBP,3,Retail Sales m/m,0.80%,-1.10%,2.10%,13/6/20 4:30,1
20384,EUR,2,Spanish 10-y Bond Auction,,4.52|2.5,4.77|1.8,13/6/20 4:46,1
20385,EUR,3,Eurogroup Meetings,,,,2013-6-20 All Day,1
20386,GBP,2,CBI Industrial Order Expectations,-15,-20,-18,13/6/20 6:00,1
20387,USD,3,Unemployment Claims,343K,336K,354K,13/6/20 8:30,1
20388,USD,2,Flash Manufacturing PMI,52.5,52.3,52.2,13/6/20 9:00,1
20389,GBP,2,MPC Member Fisher Speaks,,,,13/6/20 9:15,1
20390,EUR,1,Consumer Confidence,-22,-22,-19,13/6/20 10:00,1
20391,USD,1,Natural Gas Storage,89B,95B,91B,13/6/20 10:30,1
20392,JPY,3,BOJ Gov Kuroda Speaks,,,,13/6/21 2:35,-1
20393,EUR,2,Current Account,15.1B,25.9B,19.5B,13/6/21 4:00,1
20394,GBP,2,Public Sector Net Borrowing,12.7B,6.6B,10.5B,13/6/21 4:30,1
20395,EUR,2,ECOFIN Meetings,,,,2013-6-21 All Day,1
20396,CAD,3,Core CPI m/m,0.30%,0.10%,0.20%,13/6/21 8:30,1
20397,NZD,1,Visitor Arrivals m/m,,2.10%,-0.60%,13/6/23 18:45,1
20398,NZD,1,Credit Card Spending y/y,,4.00%,2.40%,13/6/23 23:00,1
20399,EUR,3,German ifo Business Climate,106,105.7,105.9,13/6/24 4:00,1
20400,EUR,1,Belgian NBB Business Climate,-11.1,-12.4,-12.8,13/6/24 9:00,1
20401,JPY,1,SPPI y/y,0.10%,-0.30%,0.30%,13/6/24 19:50,1
