id,currency,impact,title,previous,forcast,actual,timeofevent,positive
30039,EUR,1,Sentix Investor Confidence,4.2,5.1,5.6,2016-09-05 00:00:00,1
30040,EUR,1,Retail Sales m/m,-0.10,0.50,1.10,2016-09-05 00:30:00,1
30041,CAD,0,Bank Holiday,NULL,NULL,NULL,2016-09-05 07:30:00,0
30042,USD,0,Bank Holiday,NULL,NULL,NULL,2016-09-05 07:30:00,0
30043,GBP,1,BRC Retail Sales Monitor y/y,1.10,NULL,-0.90,2016-09-05 02:31:00,1
30044,AUD,2,Current Account,-14.9,-20.2,-15.5,2016-09-05 05:00:00,1
30045,JPY,1,30-y Bond Auction,0.423,NULL,0.503,2016-09-05 07:15:00,0
30046,AUD,3,Cash Rate,1.50,1.50,1.50,2016-09-06 08:00:00,1
30047,CHF,1,GDP q/q,0.30,0.20,0.60,2016-09-05 21:15:00,1
30048,EUR,1,German Factory Orders m/m,-0.30,0.50,0.20,2016-09-05 21:30:00,1
30049,CHF,1,CPI m/m,-0.40,-0.10,-0.10,2016-09-05 22:45:00,1
30050,EUR,1,Retail PMI,48.9,NULL,51,2016-09-05 23:40:00,1
30051,EUR,1,Revised GDP q/q,0.30,0.30,0.30,2016-09-06 00:30:00,1
30052,GBP,1,10-y Bond Auction,0.912,NULL,0.691,2016-09-06 01:03:00,0
30053,USD,1,IBD/TIPP Economic Optimism,48.4,48.6,46.7,2016-09-06 05:29:00,1
30054,USD,3,ISM Services PMI,55.5,55.4,51.4,2016-09-06 05:30:00,1
30055,NZD,3,GDT Price Index,12.70,NULL,7.70,2016-09-06 05:52:00,1
30056,CHF,3,SNB Chairman Jordan Speaks,NULL,NULL,NULL,2016-09-05 21:45:00,1
30057,NZD,1,Manufacturing Sales q/q,-2.00,NULL,2.20,2016-09-06 02:15:00,1
30058,AUD,1,AIG Construction Index,51.6,NULL,46.6,2016-09-06 03:00:00,1
30059,AUD,3,GDP q/q,1.00,0.60,0.50,2016-09-06 05:00:00,1
30060,JPY,1,Leading Indicators,99.20,98.60,100.00,2016-09-06 20:30:00,1
30061,EUR,1,German Industrial Production m/m,1.10,0.00,-1.50,2016-09-06 21:30:00,1
30062,EUR,1,French Trade Balance,-3.5,-3.7,-4.5,2016-09-06 22:15:00,1
30063,CHF,2,Foreign Currency Reserves,616,NULL,627,2016-09-06 22:30:00,-1
30064,GBP,2,Halifax HPI m/m,-1.10,-0.30,-0.20,2016-09-06 23:00:00,1
30065,GBP,3,Manufacturing Production m/m,-0.20,-0.40,-0.90,2016-09-07 00:00:00,1
30066,EUR,1,German 10-y Bond Auction,-0.09,NULL,-0.11,2016-09-07 01:03:00,0
30067,GBP,3,Monetary Policy Report Hearings,NULL,NULL,NULL,2016-09-07 04:45:00,1
30068,GBP,1,NIESR GDP Estimate,0.40,NULL,0.30,2016-09-07 05:06:00,1
30069,CAD,3,BOC Rate Statement,NULL,NULL,NULL,2016-09-07 05:30:00,1
30070,USD,1,Beige Book,NULL,NULL,NULL,2016-09-06 21:30:00,1
30071,AUD,2,RBA Deputy Gov Lowe Speaks,NULL,NULL,NULL,2016-09-07 02:25:00,1
30072,GBP,1,RICS House Price Balance,5,5,12,2016-09-07 02:31:00,1
30073,JPY,2,Current Account,1.65,1.59,1.45,2016-09-07 03:20:00,1
30074,AUD,3,Trade Balance,-3.25,-2.65,-2.41,2016-09-07 05:00:00,1
30075,CNY,2,Trade Balance,343,372,346,2016-09-07 06:02:00,1
30076,CNY,1,USD-Denominated Trade Balance,52.3,57.9,52.1,2016-09-07 06:11:00,1
30077,JPY,1,Economy Watchers Sentiment,45.1,45.2,45.6,2016-09-07 20:30:00,1
30078,EUR,1,French Final Private Payrolls q/q,0.20,0.20,0.20,2016-09-07 21:00:00,1
30079,EUR,3,Main Refinancing Rate,0.00,0.00,0.00,2016-09-08 03:15:00,1
30080,CAD,2,Building Permits m/m,-5.30,3.20,0.80,2016-09-08 04:00:00,1
30081,USD,1,Natural Gas Storage,51,44,36,2016-09-08 06:00:00,-1
30082,USD,3,Crude Oil Inventories,2.3,0.6,-14.5,2016-09-08 06:30:00,-1
30083,CAD,2,Gov Council Member Lane Speaks,NULL,NULL,NULL,2016-09-07 21:50:00,1
30084,CAD,1,Housing Starts,195,191,183,2016-09-08 08:00:00,1
30085,USD,1,Consumer Credit m/m,14.5,15.7,17.7,2016-09-07 22:30:00,1
30086,JPY,1,M2 Money Stock y/y,3.40,3.30,3.30,2016-09-08 03:20:00,1
30087,AUD,1,Home Loans m/m,1.70,-1.30,-4.20,2016-09-08 05:00:00,1
30088,JPY,1,Tertiary Industry Activity m/m,0.70,0.40,0.30,2016-09-09 08:00:00,1
30089,CHF,1,Unemployment Rate,3.30,3.30,3.40,2016-09-08 21:15:00,-1
30090,EUR,1,German Trade Balance,21.4,21.2,19.4,2016-09-08 21:30:00,1
30091,EUR,1,French Gov Budget Balance,-61.8,NULL,-80.8,2016-09-08 22:15:00,1
30092,GBP,2,Goods Trade Balance,-12.9,-11.7,-11.8,2016-09-09 00:00:00,1
30093,EUR,2,Eurogroup Meetings,NULL,NULL,NULL,2016-09-09 07:30:00,1
30094,USD,2,FOMC Member Rosengren Speaks,NULL,NULL,NULL,2016-09-09 03:45:00,1
30095,CAD,3,Employment Change,-31.2,16.0,26.2,2016-09-09 04:00:00,1
30096,USD,1,Final Wholesale Inventories m/m,0.00,0.10,0.00,2016-09-09 05:30:00,1
30097,EUR,2,ECOFIN Meetings,NULL,NULL,NULL,2016-09-10 07:30:00,1
30098,JPY,1,Core Machinery Orders m/m,8.30,-2.80,4.90,2016-09-11 03:20:00,1
30099,JPY,1,Prelim Machine Tool Orders y/y,-19.70,NULL,-8.40,2016-09-11 21:28:00,1
30100,EUR,1,Italian Quarterly Unemployment Rate,11.60,11.50,11.50,2016-09-11 23:30:00,-1
30101,GBP,1,CB Leading Index m/m,-0.30,NULL,0.00,2016-09-12 05:00:00,1
30102,USD,1,10-y Bond Auction,1.502,NULL,1.702,2016-09-11 20:31:00,0
30103,USD,2,FOMC Member Brainard Speaks,NULL,NULL,NULL,2016-09-11 20:45:00,1
30104,AUD,2,RBA Assist Gov Kent Speaks,NULL,NULL,NULL,2016-09-12 02:00:00,1
30105,NZD,1,FPI m/m,-0.20,NULL,1.30,2016-09-12 02:15:00,1
30106,JPY,2,BSI Manufacturing Index,-11.1,-6.5,2.9,2016-09-12 03:20:00,1
30107,AUD,2,NAB Business Confidence,4,NULL,6,2016-09-12 05:00:00,1
30108,CNY,3,Industrial Production y/y,6.00,6.20,6.30,2016-09-12 05:30:00,1
30109,EUR,1,German Final CPI m/m,0.00,0.00,0.00,2016-09-12 21:30:00,1
30110,CHF,2,PPI m/m,-0.10,-0.20,-0.30,2016-09-12 22:45:00,1
30111,CNY,1,Foreign Direct Investment ytd/y,4.30,NULL,4.50,2016-09-12 23:29:00,1
30112,EUR,1,Italian Industrial Production m/m,-0.30,0.20,0.40,2016-09-12 23:30:00,1
30113,GBP,3,CPI y/y,0.60,0.70,0.60,2016-09-13 00:00:00,1
30114,EUR,3,German ZEW Economic Sentiment,0.5,2.8,0.5,2016-09-13 00:30:00,1
30115,USD,1,NFIB Small Business Index,94.6,94.9,94.4,2016-09-13 01:30:00,1
30116,EUR,3,ECB President Draghi Speaks,NULL,NULL,NULL,2016-09-13 02:15:00,1
30117,USD,1,30-y Bond Auction,2.272,NULL,2.482,2016-09-12 20:31:00,0
30118,USD,1,Federal Budget Balance,-112.8,-98.0,-107.1,2016-09-12 21:30:00,1
30119,NZD,2,Current Account,1.18,-0.30,-0.95,2016-09-13 02:15:00,1
30120,AUD,1,Westpac Consumer Sentiment,2.00,NULL,0.30,2016-09-13 04:00:00,1
30121,JPY,1,Revised Industrial Production m/m,0.00,0.00,-0.40,2016-09-14 08:03:00,1
30122,EUR,1,French Final CPI m/m,0.30,0.30,0.30,2016-09-13 22:15:00,1
30123,CNY,1,M2 Money Supply y/y,10.20,10.50,11.40,2016-09-13 23:30:00,1
30124,GBP,3,Average Earnings Index 3m/y,2.50,2.10,2.30,2016-09-14 00:00:00,1
30125,CHF,1,Credit Suisse Economic Expectations,-2.8,NULL,2.7,2016-09-14 00:30:00,1
30126,EUR,1,German 30-y Bond Auction,0.451,NULL,0.621,2016-09-14 01:03:00,0
30127,AUD,2,RBA Deputy Gov Debelle Speaks,NULL,NULL,NULL,2016-09-14 01:20:00,1
30128,CAD,2,Gov Council Member Wilkins Speaks,NULL,NULL,NULL,2016-09-14 02:20:00,1
30129,USD,2,Import Prices m/m,0.10,-0.10,-0.20,2016-09-14 04:00:00,1
30130,USD,3,Crude Oil Inventories,-14.5,2.8,-0.6,2016-09-14 06:00:00,-1
30131,NZD,1,BusinessNZ Manufacturing Index,55.5,NULL,55.1,2016-09-14 02:00:00,1
30132,NZD,3,GDP q/q,0.90,1.10,0.90,2016-09-14 02:15:00,1
30133,CNY,0,Bank Holiday,NULL,NULL,NULL,2016-09-14 07:30:00,0
30134,AUD,1,MI Inflation Expectations,3.50,NULL,3.30,2016-09-14 04:30:00,1
30135,AUD,3,Employment Change,26.2,15.2,-3.9,2016-09-14 05:00:00,1
30136,CHF,3,Libor Rate,-0.75,-0.75,-0.75,2016-09-14 23:00:00,1
30137,GBP,3,Retail Sales m/m,1.90,-0.40,-0.20,2016-09-15 00:00:00,1
30138,EUR,1,Spanish 10-y Bond Auction,1.102,NULL,1.132,2016-09-15 00:15:00,0
30139,EUR,2,Final CPI y/y,0.20,0.20,0.20,2016-09-15 00:30:00,1
30140,GBP,3,MPC Official Bank Rate Votes,0-9-0,0-0-9,0-0-9,2016-09-15 02:30:00,1
30141,USD,3,Core Retail Sales m/m,-0.40,0.30,-0.10,2016-09-15 04:00:00,1
30142,USD,2,Capacity Utilization Rate,75.90,75.80,75.50,2016-09-15 04:45:00,1
30143,USD,1,Business Inventories m/m,0.20,0.10,0.00,2016-09-15 05:30:00,1
30144,USD,1,Natural Gas Storage,36,57,62,2016-09-15 06:00:00,-1
30145,CNY,0,Bank Holiday,NULL,NULL,NULL,2016-09-15 07:30:00,0
30146,EUR,1,Italian Trade Balance,4.66,3.67,7.80,2016-09-16 00:30:00,1
30147,EUR,2,EU Economic Summit,NULL,NULL,NULL,2016-09-16 08:30:00,1
30148,CAD,3,Manufacturing Sales m/m,0.80,0.60,0.10,2016-09-16 05:00:00,1
30149,USD,3,Prelim UoM Consumer Sentiment,89.8,91,89.8,2016-09-16 06:30:00,1
30150,USD,1,TIC Long-Term Purchases,-0.5,30.2,103.9,2016-09-16 00:30:00,1
30151,NZD,1,Westpac Consumer Sentiment,106,NULL,108,2016-09-18 02:30:00,1
30152,NZD,1,BusinessNZ Services Index,54.5,NULL,57.9,2016-09-18 03:00:00,1
30153,GBP,1,Rightmove HPI m/m,-1.20,NULL,0.70,2016-09-18 03:31:00,1
30154,JPY,0,Bank Holiday,NULL,NULL,NULL,2016-09-18 08:30:00,0
30155,EUR,1,Current Account,29.5,27.2,21.0,2016-09-19 00:30:00,1
30156,EUR,1,German Buba Monthly Report,NULL,NULL,NULL,2016-09-19 02:30:00,1
30157,USD,1,NAHB Housing Market Index,59,60,65,2016-09-19 06:30:00,1
30158,AUD,1,CB Leading Index m/m,0.30,NULL,0.40,2016-09-19 07:00:00,1
30159,AUD,3,Monetary Policy Meeting Minutes,NULL,NULL,NULL,2016-09-19 06:00:00,1
30160,CHF,1,SECO Economic Forecasts,NULL,NULL,NULL,2016-09-19 22:15:00,1
30161,CHF,1,Trade Balance,2.81,3.27,3.02,2016-09-19 22:30:00,1
30162,GBP,1,30-y Bond Auction,2.101,NULL,1.531,2016-09-20 02:04:00,0
30163,USD,3,Building Permits,1.14,1.17,1.14,2016-09-20 05:00:00,1
30164,NZD,3,GDT Price Index,7.70,NULL,1.70,2016-09-20 06:38:00,1
30165,CAD,3,BOC Gov Poloz Speaks,NULL,NULL,NULL,2016-09-20 09:20:00,1
30166,NZD,1,Visitor Arrivals m/m,2.80,NULL,-1.90,2016-09-20 03:15:00,1
30167,JPY,1,Trade Balance,0.34,0.50,0.41,2016-09-20 04:22:00,1
30168,AUD,1,MI Leading Index m/m,0.10,NULL,0.00,2016-09-20 05:00:00,1
30169,NZD,1,Credit Card Spending y/y,5.60,NULL,1.90,2016-09-19 21:30:00,1
30170,JPY,3,BOJ Policy Rate,-0.10,-0.20,-0.10,2016-09-21 08:48:00,1
30171,JPY,3,BOJ Press Conference,NULL,NULL,NULL,2016-09-20 23:00:00,1
30172,GBP,2,Public Sector Net Borrowing,-2.4,10.5,10.1,2016-09-21 01:00:00,1
30173,GBP,1,BOE Quarterly Bulletin,NULL,NULL,NULL,2016-09-21 03:30:00,1
30174,CAD,2,Wholesale Sales m/m,0.70,0.30,0.30,2016-09-21 05:00:00,1
30175,CHF,1,SNB Quarterly Bulletin,NULL,NULL,NULL,2016-09-21 05:30:00,1
30176,USD,3,Crude Oil Inventories,-0.6,3.2,-6.2,2016-09-21 07:00:00,-1
30177,USD,3,FOMC Economic Projections,NULL,NULL,NULL,2016-09-20 22:30:00,1
30178,USD,3,FOMC Press Conference,NULL,NULL,NULL,2016-09-20 23:00:00,1
30179,NZD,3,Official Cash Rate,2.00,2.00,2.00,2016-09-21 01:30:00,1
30180,AUD,3,RBA Gov Lowe Speaks,NULL,NULL,NULL,2016-09-21 04:30:00,1
30181,JPY,0,Bank Holiday,NULL,NULL,NULL,2016-09-21 08:30:00,0
30182,EUR,1,ECB Economic Bulletin,NULL,NULL,NULL,2016-09-22 00:30:00,1
30183,GBP,1,FPC Statement,NULL,NULL,NULL,2016-09-22 01:00:00,1
30184,EUR,2,Long Term Refinancing Operation,399.3,NULL,45.3,2016-09-22 02:00:00,1
30185,GBP,1,CBI Industrial Order Expectations,-5,-5,-5,2016-09-22 02:30:00,1
30186,GBP,2,MPC Member Forbes Speaks,NULL,NULL,NULL,2016-09-22 04:30:00,1
30187,USD,3,Unemployment Claims,260,261,252,2016-09-22 05:00:00,-1
30188,EUR,3,ECB President Draghi Speaks,NULL,NULL,NULL,2016-09-22 05:30:00,1
30189,GBP,2,MPC Member Cunliffe Speaks,NULL,NULL,NULL,2016-09-22 06:00:00,1
30190,EUR,1,Consumer Confidence,-9,-8,-8,2016-09-22 06:30:00,1
30191,USD,1,Natural Gas Storage,62,59,52,2016-09-22 07:00:00,-1
30192,GBP,3,BOE Gov Carney Speaks,NULL,NULL,NULL,2016-09-21 21:40:00,1
30193,JPY,1,Flash Manufacturing PMI,49.5,49.3,50.3,2016-09-22 05:00:00,1
30194,JPY,1,All Industries Activity m/m,1.00,0.20,0.30,2016-09-23 09:00:00,1
30195,EUR,2,French Flash Manufacturing PMI,48.3,48.4,49.5,2016-09-22 23:30:00,1
30196,EUR,2,German Flash Manufacturing PMI,53.6,53.2,54.3,2016-09-23 00:00:00,1
30197,EUR,2,Flash Manufacturing PMI,51.7,51.5,52.6,2016-09-23 00:30:00,1
30198,CAD,3,Core CPI m/m,0.00,0.20,0.00,2016-09-23 05:00:00,1
30199,EUR,1,Belgian NBB Business Climate,-3.1,-2.6,-2.2,2016-09-23 05:30:00,1
30200,USD,1,Flash Manufacturing PMI,52,52.1,51.4,2016-09-23 06:15:00,1
30201,NZD,0,Daylight Saving Time Shift,NULL,NULL,NULL,2016-09-24 06:30:00,1
30202,NZD,2,Trade Balance,-351,-730,-1265,2016-09-25 02:15:00,1
30203,JPY,3,BOJ Gov Kuroda Speaks,NULL,NULL,NULL,2016-09-25 22:06:00,1
30204,EUR,3,German ifo Business Climate,106.3,106.3,109.5,2016-09-26 00:30:00,1
30205,GBP,1,High Street Lending,37.7,37.2,37.0,2016-09-26 01:00:00,1
30206,CHF,3,SNB Chairman Jordan Speaks,NULL,NULL,NULL,2016-09-26 02:00:00,1
30207,USD,2,New Home Sales,659,598,609,2016-09-26 06:30:00,1
30208,EUR,3,ECB President Draghi Speaks,NULL,NULL,NULL,2016-09-26 06:35:00,1
30209,USD,1,FOMC Member Tarullo Speaks,NULL,NULL,NULL,2016-09-26 08:15:00,1
30210,CAD,3,BOC Gov Poloz Speaks,NULL,NULL,NULL,2016-09-26 03:40:00,1
30211,JPY,1,Monetary Policy Meeting Minutes,NULL,NULL,NULL,2016-09-26 04:20:00,1
30212,EUR,1,German Import Prices m/m,0.10,-0.10,-0.20,2016-09-26 22:30:00,1
30213,EUR,2,M3 Money Supply y/y,4.90,4.90,5.10,2016-09-27 00:30:00,1
30214,GBP,1,CBI Realized Sales,9,8,-8,2016-09-27 02:30:00,1
30215,USD,1,S&P/CS Composite-20 HPI y/y,5.10,5.00,5.00,2016-09-27 05:30:00,1
30216,USD,1,Flash Services PMI,51,51.1,51.9,2016-09-27 06:15:00,1
30217,USD,1,Richmond Manufacturing Index,-11,-2,-8,2016-09-27 06:29:00,1
30218,USD,3,CB Consumer Confidence,101.8,98.6,104.1,2016-09-27 06:30:00,1
30219,USD,2,FOMC Member Fischer Speaks,NULL,NULL,NULL,2016-09-27 07:45:00,1
30220,AUD,2,RBA Assist Gov Edey Speaks,NULL,NULL,NULL,2016-09-27 04:50:00,1
30221,CHF,1,UBS Consumption Indicator,1.45,NULL,1.53,2016-09-27 22:30:00,1
30222,GBP,2,MPC Member Shafik Speaks,NULL,NULL,NULL,2016-09-28 00:35:00,1
30223,USD,3,Core Durable Goods Orders m/m,1.30,-0.50,-0.40,2016-09-28 05:00:00,1
30224,EUR,3,ECB President Draghi Speaks,NULL,NULL,NULL,2016-09-28 06:00:00,1
30225,USD,3,Fed Chair Yellen Testifies,NULL,NULL,NULL,2016-09-28 06:30:00,1
30226,USD,2,FOMC Member Bullard Speaks,NULL,NULL,NULL,2016-09-28 06:40:00,1
30227,USD,3,Crude Oil Inventories,-6.2,2.4,-1.9,2016-09-28 07:00:00,-1
30228,All,2,OPEC Meetings,NULL,NULL,NULL,2016-09-28 00:30:00,1
30229,USD,2,FOMC Member Mester Speaks,NULL,NULL,NULL,2016-09-28 01:05:00,1
30230,JPY,1,Retail Sales y/y,-0.20,-1.70,-2.10,2016-09-28 04:20:00,1
30231,USD,2,FOMC Member George Speaks,NULL,NULL,NULL,2016-09-28 04:30:00,1
30232,EUR,2,German Prelim CPI m/m,0.00,0.00,0.10,2016-09-29 08:30:00,1
30233,JPY,3,BOJ Gov Kuroda Speaks,NULL,NULL,NULL,2016-09-28 23:05:00,1
30234,EUR,2,Spanish Flash CPI y/y,-0.10,0.10,0.30,2016-09-28 23:30:00,1
30235,EUR,2,German Unemployment Change,-6,-5,1,2016-09-29 00:25:00,-1
30236,GBP,2,Net Lending to Individuals m/m,3.8,4.0,4.5,2016-09-29 01:00:00,1
30237,EUR,1,Italian 10-y Bond Auction,1.141,NULL,1.211,2016-09-29 01:45:00,0
30238,USD,3,Final GDP q/q,1.10,1.30,1.40,2016-09-29 05:00:00,1
30239,GBP,2,MPC Member Forbes Speaks,NULL,NULL,NULL,2016-09-29 05:30:00,1
30240,USD,2,FOMC Member Powell Speaks,NULL,NULL,NULL,2016-09-29 06:30:00,1
30241,USD,1,Natural Gas Storage,52,57,49,2016-09-29 07:00:00,-1
30242,USD,3,Fed Chair Yellen Speaks,NULL,NULL,NULL,2016-09-29 00:30:00,1
30243,NZD,1,Building Consents m/m,-8.10,NULL,-1.00,2016-09-29 02:15:00,1
30244,GBP,1,GfK Consumer Confidence,-7,-5,-1,2016-09-29 03:31:00,1
30245,JPY,2,Household Spending y/y,-0.50,-2.10,-4.60,2016-09-29 04:00:00,1
30246,JPY,1,BOJ Summary of Opinions,NULL,NULL,NULL,2016-09-29 04:20:00,1
30247,JPY,3,BOJ Gov Kuroda Speaks,NULL,NULL,NULL,2016-09-29 04:30:00,1
30248,AUD,1,HIA New Home Sales m/m,-9.70,NULL,6.10,2016-09-29 05:30:00,1
30249,AUD,1,Private Sector Credit m/m,0.40,0.50,0.40,2016-09-29 06:00:00,1
30250,CNY,3,Caixin Manufacturing PMI,50,50.1,50.1,2016-09-29 06:15:00,1
30251,JPY,1,BOJ Core CPI y/y,0.50,0.60,0.40,2016-09-29 21:30:00,1
30252,EUR,2,German Retail Sales m/m,0.50,-0.20,-0.40,2016-09-29 22:30:00,1
30253,EUR,1,French Consumer Spending m/m,-0.30,0.40,0.70,2016-09-29 23:15:00,1
30254,CHF,2,KOF Economic Barometer,99.7,100.5,101.3,2016-09-29 23:30:00,1
30255,EUR,1,Italian Monthly Unemployment Rate,11.40,11.40,11.40,2016-09-30 00:30:00,-1
30256,GBP,3,Current Account,-27.0,-30.5,-28.7,2016-09-30 01:00:00,1
30257,EUR,2,CPI Flash Estimate y/y,0.20,0.40,0.40,2016-09-30 01:30:00,1
30258,CAD,3,GDP m/m,0.60,0.30,0.50,2016-09-30 05:00:00,1
30259,USD,2,Chicago PMI,51.5,52.1,54.2,2016-09-30 06:15:00,1
30260,USD,2,Revised UoM Consumer Sentiment,89.8,90.1,91.2,2016-09-30 06:30:00,1
30261,CNY,3,Manufacturing PMI,50.4,50.5,50.4,2016-09-30 05:30:00,1
30262,AUD,0,Daylight Saving Time Shift,NULL,NULL,NULL,2016-09-30 22:30:00,1
30263,AUD,0,Bank Holiday,NULL,NULL,NULL,2016-10-02 08:30:00,0
30264,AUD,1,AIG Manufacturing Index,46.9,NULL,49.8,2016-10-02 03:00:00,1
30265,JPY,2,Tankan Manufacturing Index,6,7,6,2016-10-02 04:20:00,1
30266,CNY,0,Bank Holiday,NULL,NULL,NULL,2016-10-02 08:30:00,0
30267,JPY,1,Final Manufacturing PMI,50.3,50.3,50.4,2016-10-02 05:00:00,1
30268,AUD,1,MI Inflation Gauge m/m,0.20,NULL,0.40,2016-10-02 05:07:00,1
30269,EUR,0,German Bank Holiday,NULL,NULL,NULL,2016-10-03 08:30:00,0
30270,CHF,1,Retail Sales y/y,-2.70,-1.60,-3.00,2016-10-02 23:45:00,1
30271,CHF,1,Manufacturing PMI,51,51.9,53.2,2016-10-03 00:00:00,1
30272,EUR,1,Italian Manufacturing PMI,49.8,50.2,51,2016-10-03 00:15:00,1
30273,EUR,1,French Final Manufacturing PMI,49.5,49.5,49.7,2016-10-03 00:20:00,1
30274,EUR,1,German Final Manufacturing PMI,54.3,54.3,54.3,2016-10-03 00:25:00,1
30275,EUR,1,Final Manufacturing PMI,52.6,52.6,52.6,2016-10-03 00:30:00,1
30276,GBP,3,Final Manufacturing PMI,53.4,52.1,55.4,2016-10-03 01:00:00,1
30277,CAD,1,Manufacturing PMI,51.1,NULL,50.3,2016-10-03 06:00:00,1
30278,USD,1,Final Manufacturing PMI,51.4,51.4,51.5,2016-10-03 06:15:00,1
30279,USD,3,ISM Manufacturing PMI,49.4,50.4,51.5,2016-10-03 06:30:00,1
30280,USD,1,Wards Total Vehicle Sales,17.1,17.5,17.7,2016-10-03 08:30:00,1
30281,USD,1,Total Vehicle Sales,17.0,17.4,17.8,2016-10-03 08:30:00,1
30282,NZD,2,NZIER Business Confidence,19,NULL,26,2016-10-03 01:30:00,1
30283,JPY,1,Monetary Base y/y,24.20,23.40,22.70,2016-10-03 04:20:00,1
30284,CNY,0,Bank Holiday,NULL,NULL,NULL,2016-10-03 08:30:00,0
30285,AUD,3,Building Approvals m/m,12.00,-5.80,-1.80,2016-10-03 05:00:00,1
30286,NZD,3,RBNZ Gov Wheeler Speaks,NULL,NULL,NULL,2016-10-03 06:00:00,1
30287,AUD,3,Cash Rate,1.50,1.50,1.50,2016-10-03 08:00:00,1
30288,JPY,1,10-y Bond Auction,-0.05,NULL,-0.06,2016-10-03 08:15:00,0
30289,JPY,1,Consumer Confidence,42,41.8,43,2016-10-03 21:30:00,1
30290,AUD,1,Commodity Prices y/y,0.30,NULL,3.10,2016-10-03 22:00:00,1
30291,EUR,2,Spanish Unemployment Change,14.4,23.5,22.8,2016-10-03 23:30:00,-1
30292,GBP,3,Construction PMI,49.2,49.1,52.3,2016-10-04 01:00:00,1
30293,EUR,1,PPI m/m,0.30,0.00,-0.20,2016-10-04 01:30:00,1
30294,NZD,3,GDT Price Index,1.70,NULL,-3.00,2016-10-04 06:36:00,1
30295,AUD,1,AIG Services Index,45,NULL,48.9,2016-10-04 03:00:00,1
30296,GBP,1,BRC Shop Price Index y/y,-2.00,NULL,-1.80,2016-10-04 03:31:00,1
30297,CNY,0,Bank Holiday,NULL,NULL,NULL,2016-10-04 08:30:00,0
30298,NZD,1,ANZ Commodity Prices m/m,3.20,NULL,5.10,2016-10-04 04:30:00,1
30299,AUD,3,Retail Sales m/m,0.00,0.20,0.40,2016-10-04 05:00:00,1
30300,AUD,2,RBA Assist Gov Kent Speaks,NULL,NULL,NULL,2016-10-04 22:00:00,1
30301,EUR,1,Spanish Services PMI,56,54.8,54.7,2016-10-04 23:45:00,1
30302,EUR,1,Italian Services PMI,52.3,52.1,50.7,2016-10-05 00:15:00,1
30303,EUR,1,French Final Services PMI,54.1,54.1,53.3,2016-10-05 00:20:00,1
30304,EUR,1,German Final Services PMI,50.6,50.6,50.9,2016-10-05 00:25:00,1
30305,EUR,1,Final Services PMI,52.1,52.1,52.2,2016-10-05 00:30:00,1
30306,GBP,3,Final Services PMI,52.9,52.1,52.6,2016-10-05 01:00:00,1
30307,EUR,1,Retail Sales m/m,0.30,-0.10,-0.10,2016-10-05 01:30:00,1
30308,EUR,1,German 10-y Bond Auction,-0.11,NULL,-0.03,2016-10-05 02:04:00,0
30309,USD,3,ADP Non-Farm Employment Change,175,166,154,2016-10-05 04:45:00,1
30310,CAD,3,Trade Balance,-2.2,-2.5,-1.9,2016-10-05 05:00:00,1
30311,USD,1,Final Services PMI,51.9,51.9,52.3,2016-10-05 06:15:00,1
30312,USD,3,ISM Services PMI,51.4,53.1,57.1,2016-10-05 06:30:00,1
30313,USD,3,Crude Oil Inventories,-1.9,1.1,-3.0,2016-10-05 07:00:00,-1
30314,CNY,0,Bank Holiday,NULL,NULL,NULL,2016-10-05 08:30:00,0
30315,AUD,3,Trade Balance,-2.12,-2.32,-2.01,2016-10-05 05:00:00,1
30316,EUR,2,German Factory Orders m/m,0.30,0.30,1.00,2016-10-05 22:30:00,1
30317,CHF,1,CPI m/m,-0.10,0.20,0.10,2016-10-05 23:45:00,1
30318,EUR,1,Retail PMI,51,NULL,49.6,2016-10-06 00:40:00,1
30319,GBP,1,Housing Equity Withdrawal q/q,-5.1,-5.4,-12.6,2016-10-06 01:00:00,1
30320,EUR,1,Spanish 10-y Bond Auction,1.132,NULL,1.071,2016-10-06 01:17:00,0
30321,EUR,1,French 10-y Bond Auction,0.262,NULL,0.283,2016-10-06 01:28:00,0
30322,GBP,1,30-y Bond Auction,1.531,NULL,1.492,2016-10-06 02:06:00,0
30323,EUR,2,ECB Monetary Policy Meeting Accounts,NULL,NULL,NULL,2016-10-06 04:00:00,1
30324,CAD,2,Building Permits m/m,3.40,1.10,10.40,2016-10-06 05:00:00,1
30325,USD,1,Natural Gas Storage,49,67,80,2016-10-06 07:00:00,-1
30326,CAD,2,Gov Council Member Wilkins Speaks,NULL,NULL,NULL,2016-10-06 08:20:00,1
30327,AUD,1,AIG Construction Index,46.6,NULL,51.4,2016-10-06 03:00:00,1
30328,CNY,0,Bank Holiday,NULL,NULL,NULL,2016-10-06 08:30:00,0
30329,JPY,1,Average Cash Earnings y/y,1.20,0.50,-0.10,2016-10-06 04:30:00,1
30330,JPY,1,Leading Indicators,100.00,101.70,101.20,2016-10-06 21:30:00,1
30331,EUR,1,German Industrial Production m/m,-1.50,1.10,2.50,2016-10-06 22:30:00,1
30332,EUR,1,French Gov Budget Balance,-80.8,NULL,-96.0,2016-10-06 23:15:00,1
30333,CHF,2,Foreign Currency Reserves,627,NULL,628,2016-10-06 23:30:00,-1
30334,GBP,2,Halifax HPI m/m,-0.30,0.00,0.10,2016-10-07 00:00:00,1
